title,company,country,description,url,skills
Machine Learning Engineer (9-month contract with bonus incentives),Multiverse Computing,Spain,"We are looking to fill this role immediately and are reviewing applications daily. Expect a fast, transparent process with quick feedback. Why join us? We are a European deep-tech leader in quantum and AI, backed by major global strategic investors and strong EU support. Our groundbreaking technology is already transforming how AI is deployed worldwide — compressing large language models by up to 95% without losing accuracy and cutting inference costs by 50–80%. Joining us means working on cutt…",https://www.adzuna.es/details/5730877620?utm_medium=api&utm_source=fec1d0ee,
"Senior Research Scientist (Applied Research - Scalable AI/ML Solutions, SLMs & GenAI)",NielsenIQ,Spain,"Job Description Focus: Researching scalable AI/ML solutions, with particular emphasis on Small Language Models (SLMs), GenAI systems, and research approaches that can transfer effectively into real-world applications. Strong background in applied machine learning / AI research Deep hands-on experience with Python and modern ML / deep learning frameworks Strong understanding of model design, experimentation, and evaluation Experience working with GenAI systems and language models Strong interest…",https://www.adzuna.es/details/5754035349?utm_medium=api&utm_source=fec1d0ee,"python, scala"
Senior LLM Engineer,Multiverse Computing,Spain,"Multiverse Computing Multiverse Computing is a fast-growing deep-tech company founded in 2019 and recognized by CB Insights as one of the 100 most promising AI companies globally. We are the largest quantum software company in the EU, with 250 employees worldwide and growing, delivering advanced solutions trusted by leading global enterprises across several critical industries, including finance, energy, manufacturing, telecom, and industrial sectors. Our mission is to enable organizations to g…",https://www.adzuna.es/details/5738199984?utm_medium=api&utm_source=fec1d0ee,"ner, gan"
Technical Account Manager (rtb.com),RTB House,Spain,"Location: Spain We Are: RTB House is a next-generation performance demand-side platform (DSP) that uses proprietary Deep Learning AI algorithms to help brands grow. The company is the market leader in driving performance using Deep Learning across the entire purchase funnel. Founded in 2012, and now operating in 90 markets, RTB House has always been private-by-design. It embraces first-party advertising and a relentless approach to innovation. RTB House offers end-to-end Deep Learning-powered A…",https://www.adzuna.es/details/5720957453?utm_medium=api&utm_source=fec1d0ee,ner
Postdoctoral researcher for AI applied to music creation,Pompeu Fabra University,Spain,"Researcher to carry out scientific and technical activities into new AI methodologies of interest for music composition, production and performance, in the frame of the Chair AI and Music (Cátedra IA y Música) Train and support doctoral students who develop their doctoral thesis in Music and AI within the framework of the Chair (PT1-A1) Carry out research that allows the development of new AI methodologies based on deep learning that allow assistance in the different processes involved in music…",https://www.adzuna.es/details/5052002411?utm_medium=api&utm_source=fec1d0ee,
"Senior Research Scientist (Applied Research - Agentic AI, SLMs & GenAI Research)",NielsenIQ,Spain,"Job Description Focus: Researching agentic AI capabilities and Small Language Models (SLMs), with emphasis on experimentation, modeling strategy, validation methods, and maturing approaches beyond proof of concept toward robust, reusable patterns. Core Requirements: Strong background in applied machine learning / AI research Deep hands-on experience with GenAI systems and architectures Experience with Small Language Model (SLM) fine-tuning and adaptation Strong understanding of agentic AI conce…",https://www.adzuna.es/details/5754035337?utm_medium=api&utm_source=fec1d0ee,
Machine Learning Engineer (Mid/Senior) (LLM),Multiverse Computing,Spain,"Multiverse Computing Multiverse is a well-funded and fast-growing deep-tech company founded in 2019. We are the biggest Quantum Software company in the EU. We are also one of the 100 most promising companies in AI in the world (according to CB Insights, 2023) with 150 employees and growing, fully multicultural and international. We provide hyper-efficient software to companies seeking to gain an edge with quantum computing and artificial intelligence. Our main products, Singularity and Compacti…",https://www.adzuna.es/details/5730866350?utm_medium=api&utm_source=fec1d0ee,
Machine Learning Engineer (Senior/Mid) (LLM),Multiverse Computing,Spain,"Multiverse Computing Multiverse is a well-funded and fast-growing deep-tech company founded in 2019. We are the biggest Quantum Software company in the EU. We are also one of the 100 most promising companies in AI in the world (according to CB Insights, 2023) with 150 employees and growing, fully multicultural and international. We provide hyper-efficient software to companies seeking to gain an edge with quantum computing and artificial intelligence. Our main products, Singularity and Compacti…",https://www.adzuna.es/details/5730865999?utm_medium=api&utm_source=fec1d0ee,
Geospatial Data Scientist (m/w/d),Osapiens,Spain,"We’re a global SaaS company with customers in 60 countries. We are pioneers in corporate sustainability. Our dedicated team strives to set global standards that respect human rights while promoting ecological sustainability and responsible entrepreneurship. We’re driven by a mission: to help companies grow with corporate sustainability. Within osapiens, we focus on three main offerings: Business Partner Transparency, Product Transparency and Operations Efficiency. We are creating a new departme…",https://www.adzuna.es/details/5730859139?utm_medium=api&utm_source=fec1d0ee,ner
Aws Engineer - Fully Remote - €70.000 - €80.000 A Year,European Recruitment,Spain,"LLM Engineer European Tech Recruit are working closely with an exciting AI and Quantum Computing company, based in Barcelona, who are looking for a number of talented LLM Engineers to join their team . In this role you will have the opportunity to leverage cutting-edge quantum and AI technologies to lead the design, implementation, and improvement of language models, as well as working closely with cross-functional teams to integrate these models into data products. You will have the opportunit…",https://www.adzuna.es/details/5752251547?utm_medium=api&utm_source=fec1d0ee,"llm, rag"
Gaming Sales Director EMEA,Rtb House,Spain,"Location: Spain We Are: RTB House is a next-generation performance demand-side platform (DSP) that uses proprietary Deep Learning AI algorithms to help brands grow. The company is the market leader in driving performance using Deep Learning across the entire purchase funnel. Founded in 2012, and now operating in 90 markets, RTB House has always been private-by-design. It embraces first-party advertising and a relentless approach to innovation. RTB House offers end-to-end Deep Learning-powered A…",https://www.adzuna.es/details/5730892684?utm_medium=api&utm_source=fec1d0ee,ner
Director of Data Science & AI,Glovo,Spain,"Job Description We are seeking a Director of Data Science and AI, Recommender Systems and Martech to lead our machine learning initiatives focused on user discovery and top-of-funnel growth. In this pivotal role, you will lead the teams responsible for the AI engines that power our recommendation systems and the marketing technology (Martech) stack specifically designed for user acquisition. You will jointly architect state-of-the-art recommendation models that help new and existing users disco…",https://www.adzuna.es/details/5737016021?utm_medium=api&utm_source=fec1d0ee,
LLM Engineer,ITCL Centro Tecnológico,Spain,"1. Descripción del puesto: LLM Engineer ITCL Centro Tecnológico. Ubicación del empleo Burgos, Castilla y León, España (Presencial). https://itcl.es/investigacion/electronica-e-inteligencia-artificial/ ITCL Centro Tecnológico, necesita incorporar para su unidad de Agentes e IA generativa, un LLM Engineer con experiencia previa en la creación de Agentes y uso de LLM. El candidato ideal tendrá un sólido dominio en proyectos de Procesamiento del Lenguaje Natural (NLP) y modelos de Deep Learning bas…",https://www.adzuna.es/land/ad/5628048597?se=Khy5M2Ni8RGHk5mrcEw0_Q&utm_medium=api&utm_source=fec1d0ee&v=5EFA615EC83556FD66EE45A852DE4ADA76828EA4,"nlp, llm, ner"
